altid,used,cos_aspect,sin_aspect,elevation,slope,veg_class,dist_to_water
P041,0,1.35039,1.93661,1977,3,asage,1116.296628
P041,0,0.603089,0.082143,2179,17,asage,491.262401
P041,0,1.69466,1.71934,1939,1,asage,671.1517909
P041,0,1.81299,0.417723,2010,10,asage,1381.960348
P041,0,1.72622,0.312542,1853,6,asage,306.5040588
P041,0,0.349209,1.75926,2502,7,asage,819.3677422
P041,0,1.99265,1.12105,1966,11,asage,1806.902482
P041,0,0.649506,0.0634349,1909,15,asage,164.674735
P041,0,1.31188,0.0498791,1963,6,asage,172.3826195
P041,0,0.0214502,1.20601,2097,6,asage,1382.390714
P041,0,0.5817,0.0916911,1965,8,asage,106.83224
P041,0,0.0320031,1.25096,1910,11,asage,453.9692282
P041,0,0.0236756,1.21631,1950,14,asage,238.2531101
P041,0,0.172037,1.56078,1965,5,asage,505.4696775
P041,0,1.28914,0.0427119,1902,2,asage,228.9292132
P041,0,0.2,0.4,1861,11,asage,357.1614858
P041,0,0.181343,0.425718,2073,3,asage,591.8256034
P041,0,1.52061,0.146204,1957,3,asage,545.7368317
P041,0,0.00890177,1.13313,2019,8,asage,1007.419632
P041,0,0.541433,0.11134,1892,2,asage,159.1116193
P041,0,1.78172,0.376377,2132,14,asage,418.713837
P041,0,1.69466,1.71934,1955,1,asage,574.050528
P041,0,1.64698,1.76251,1941,27,asage,109.2861401
P041,0,0.552786,0.105573,2122,18,asage,1692.32107
P041,0,1.69593,1.71811,1928,8,asage,263.6720992
P041,0,1.99986,1.01688,1966,15,asage,947.5571419
P041,0,1.8732,1.48737,1997,5,asage,775.7101749
P041,0,1,2,1957,8,asage,282.038212
P005,0,1.67904,1.7341,1925,6,asage,1133.672266
P005,0,0.0501648,0.687249,1880,4,asage,316.0595599
P005,0,1.40716,1.91336,1938,4,asage,192.8694029
P005,0,0.0194193,1.19612,1888,5,asage,418.8897394
P005,0,1.69466,1.71934,1928,1,asage,430.0074016
P005,0,0.0381638,0.726374,2126,17,asage,1173.656595
P005,0,0.000051856,0.989817,1875,9,asage,309.3707513
P005,0,0.393086,0.205232,1913,13,asage,1064.529059
P005,0,0.177808,0.43079,2053,14,asage,1095.661318
P005,0,1.3528,1.9357,1985,5,asage,642.0640529
P005,0,1.69466,1.71934,1856,0,asage,578.6952191
P005,0,0.0513167,0.683772,1880,4,asage,1850.081916
P005,0,0.514357,0.125843,1852,7,asage,334.4278734
P005,0,1.86662,1.49896,2125,19,asage,1094.569187
P005,0,0.296351,0.289452,1922,14,asage,113.3373429
P005,0,1.69466,1.71934,1933,0,asage,668.9235174
P005,0,0.287063,1.70123,2041,3,asage,294.1780407
P005,0,0.0191429,1.19473,1936,5,asage,382.2056906
P005,0,1.27472,0.038476,2075,18,asage,834.8162939
P005,0,1.3644,1.93124,1831,11,asage,364.7063662
P005,0,1.01785,1.99984,1858,8,asage,507.2853587
P005,0,0.878945,1.99265,1862,5,asage,743.4919087
P005,0,1.89262,1.45082,1968,3,asage,297.7392372
P005,0,0.451804,1.83635,1978,9,asage,199.8530633
P005,0,1.51882,0.145119,2007,4,asage,1381.013758
P005,0,0.0513167,1.31623,1963,7,asage,2247.30451
P005,0,1.31289,0.0502123,2319,16,asage,864.8125826
P005,0,0.261712,1.67449,1867,5,asage,80.64868496
P005,0,0.546753,0.108615,2013,12,asage,1414.19807
P005,0,1,2,1964,29,asage,246.2189836
P005,0,1.56871,0.177461,1910,7,asage,1383.101339
P005,0,1.93687,0.650312,1967,5,asage,1331.359997
P005,0,1.86172,0.492618,2024,13,asage,39.06912779
P005,0,0.347477,0.242231,1955,6,asage,273.0980405
P012,0,0.00306159,0.921809,1954,10,asage,1757.310871
P012,0,1.69466,1.71934,1936,0,asage,307.1392518
P012,0,0.577115,0.0938168,1939,7,asage,810.8702789
P012,0,1.40334,1.91505,1960,1,asage,221.8808624
P012,0,0.0238129,1.21693,1929,8,asage,345.0235715
P012,0,1.69466,1.71934,1854,1,asage,656.5287625
P012,0,1.69466,1.71934,1923,2,asage,185.5425572
P012,0,0.969711,1.99954,1979,9,asage,249.2343097
P012,0,0.0436245,1.29214,1978,4,asage,804.2187844
P012,0,0.942106,1.99832,1928,4,asage,694.3702042
P012,0,0.664204,1.94193,1833,7,asage,40.72926697
P012,0,1.89443,0.552786,1950,15,asage,1139.529573
P012,0,1.96723,1.2539,1991,16,asage,1509.114991
P012,0,1.85954,1.51108,1945,3,asage,453.4948335
P012,0,1.69466,1.71934,1846,2,asage,1393.163905
P012,0,1.28861,0.0425528,2018,20,asage,153.7817947
P012,0,1.45906,0.111594,2099,2,asage,1003.61554
P012,0,1.69466,1.71934,1913,1,asage,811.1401615
P012,0,1,2,1864,2,asage,1708.947272
P012,0,0.195566,1.59404,1863,7,asage,155.3780634
P012,0,0.00488788,1.09875,1993,12,asage,990.1733592
P012,0,1.80418,1.59439,1927,17,asage,301.7117945
P012,0,0.0118835,1.15371,1847,8,asage,784.9596944
P027,0,0.292893,0.292893,1984,6,asage,1572.319514
P027,0,1.69466,1.71934,1926,1,asage,618.1379532
P027,0,0.135211,0.497864,1924,14,asage,210.2525839
P027,0,1.05989,1.9982,1964,12,asage,414.2079595
P027,0,0.0238129,1.21693,1898,7,asage,1018.539109
P027,0,1.21693,0.0238129,1960,3,asage,1867.967863
P027,0,0.900496,1.99504,1959,8,asage,2114.905638
P027,0,1.61887,1.78549,1982,5,asage,1339.674471
P027,0,0.488925,1.85954,1927,9,asage,753.5844793
P027,0,0.366762,0.226043,1925,25,asage,49.57167296
P027,0,1.20116,1.97956,1940,4,asage,480.8832159
P027,0,1.54192,0.159568,2007,13,asage,1018.287822
P027,0,1.89549,1.44508,1868,0,asage,959.9831728
P027,0,1.25997,1.96562,2052,6,asage,209.3652277
P027,0,0.819539,0.0164179,1928,0,asage,475.625953
P027,0,1.1731,0.0150954,2037,1,asage,853.255625
P027,0,0.298779,0.287056,1927,3,asage,227.5689703
P027,0,2.15E-06,1.00208,1983,8,asage,445.8277449
P003,0,0.0579665,0.664481,1993,13,asage,1326.800698
P003,0,0.292893,1.70711,2235,7,asage,402.6381394
P003,0,0.0100505,1.14142,2005,11,asage,1131.79467
P003,0,1.93633,0.648877,2103,7,asage,531.4924357
P003,0,1.69466,1.71934,1963,2,asage,262.8218517
P003,0,1.21693,1.97619,1937,27,asage,423.0563325
P003,0,1.31932,1.94765,2067,6,asage,963.5280071
P003,0,0.885934,0.00652677,1964,6,asage,408.6481211
P003,0,0.102911,0.55815,1928,2,asage,201.6575892
P003,0,0.503861,0.131757,1905,21,asage,1345.411277
P003,0,1.59226,1.80575,2000,16,asage,1234.453692
P003,0,1.69466,1.71934,1918,0,asage,891.5687649
P003,0,1.69466,1.71934,1975,1,asage,378.4002808
P003,0,0.292893,1.70711,1898,6,asage,363.0078205
P003,0,0.178412,1.57008,1954,12,asage,606.8403277
P003,0,1.84252,0.461338,1912,21,asage,54.80139576
P003,0,1.71274,1.70143,1968,11,asage,418.9784928
P003,0,0.583266,0.0909714,1897,2,asage,677.4339716
P003,0,0.716654,1.95902,2195,21,asage,777.9411469
P003,0,1.8738,1.48629,1964,2,asage,793.3917278
P003,0,1.89386,1.44836,1891,5,asage,236.1624838
P003,0,0.953939,0.00106138,1958,3,asage,411.5900106
P003,0,1.69466,1.71934,1869,2,asage,147.9707072
P003,0,1.69466,1.71934,1926,1,asage,871.5148788
P003,0,1.38123,0.0755194,2059,6,asage,795.2907323
P003,0,1.85967,1.51085,1958,5,asage,517.4341027
P003,0,0.460946,0.157729,2038,12,asage,441.3663353
P003,0,1.7655,0.356569,1894,14,asage,801.7223868
P003,0,0.37198,1.7782,1885,3,asage,238.3999543
P003,0,1.71429,0.300145,1971,8,asage,501.2836385
P003,0,1.43911,1.89844,1968,2,asage,572.0719356
P003,0,1.99768,0.931976,1857,3,asage,1554.413372
P003,0,0.891553,1.9941,2075,12,asage,388.6494206
P003,0,0.976751,1.99973,2081,21,asage,833.6231743
P003,0,1.43747,1.89924,2058,10,asage,150.9032469
P003,0,1.99805,0.937622,1941,1,asage,2808.572589
P003,0,0.934921,1.99788,2062,11,asage,896.5119476
P003,0,1.69466,1.71934,1857,0,asage,539.8526397
P003,0,1.09498,0.00452036,1943,17,asage,119.2832268
P003,0,1.69466,1.71934,1915,0,asage,264.1204189
P003,0,1.97121,1.23822,1999,29,asage,1123.850846
P003,0,1.18364,1.98299,1955,3,asage,1228.942947
P003,0,1.69466,1.71934,1916,0,asage,1092.511966
P003,0,0.565649,1.90074,1857,2,asage,282.2049753
P003,0,0.639354,1.9327,1983,3,asage,797.920331
P003,0,0.0353778,0.736364,2001,3,asage,697.814841
P003,0,1.99606,1.08869,1954,24,asage,1304.85852
P003,0,1.71679,0.302713,2012,7,asage,260.5902025
P003,0,1.06438,1.99793,1942,7,asage,13.24017024
P003,0,1.69466,1.71934,1947,2,asage,817.2455129
P003,0,0.00639474,1.11291,1966,2,asage,358.2279798
P003,0,0.304775,1.71879,1980,6,asage,568.2626716
P003,0,1.58364,0.187985,1925,16,asage,230.9786267
P003,0,1.59136,1.8064,2067,20,asage,681.0090382
P003,0,1.83205,1.5547,1893,15,asage,369.2464349
P003,0,0.105573,1.44721,1921,9,asage,712.1541796
P003,0,0.32209,1.73514,1961,2,asage,117.7688155
P003,0,1.69466,1.71934,1905,1,asage,348.7880008
P003,0,1.73279,0.319549,1943,11,asage,560.8243779
P003,0,1.34598,1.93824,1912,6,asage,1184.779334
P003,0,1.20703,0.0216661,1952,8,asage,839.676017
P003,0,1.69466,1.71934,1949,1,asage,1413.621076
P003,0,0.32587,0.261388,1932,3,asage,1404.677676
P003,0,1.68316,1.73027,1812,8,asage,277.6938011
P003,0,1.69466,1.71934,1959,1,asage,872.2483932
P003,0,0.485504,1.85749,1925,7,asage,301.9097661
P020,0,1.92587,0.622147,1919,4,asage,1725.598078
P020,0,0.0441096,1.29372,2033,6,asage,21.59405429
P020,0,1.69466,1.71934,1987,1,asage,200.3130537
P020,0,1.19612,0.0194193,1777,7,asage,520.8008516
P020,0,0.552786,1.89443,2044,14,asage,759.4864705
P020,0,1.87382,1.48624,1959,5,asage,678.9923299
P020,0,1.96737,1.25336,2157,12,asage,827.0235209
P020,0,0.524182,0.120457,1971,10,asage,821.9328917
P020,0,1.38075,0.0753219,1993,10,asage,709.3390312
P020,0,1,2,2257,15,asage,1337.360272
P020,0,0.223244,1.6298,2199,13,asage,1100.28595
P020,0,1.69466,1.71934,1899,0,asage,105.8876613
P020,0,0.114757,1.46513,1963,2,asage,334.1846
P020,0,0.551009,1.89354,2049,14,asage,1861.840554
P020,0,1.08474,1.9964,2090,5,asage,1530.534611
P020,0,1.13684,1.99059,1887,5,asage,1590.318984
P020,0,1.69466,1.71934,1915,0,asage,35.57978701
P020,0,0.750122,1.96828,1894,12,asage,1703.283494
P020,0,1.92206,1.38704,1935,10,asage,485.5123832
P020,0,0.5825,1.90868,1824,12,asage,236.3928353
P020,0,0.656418,0.0608771,1812,6,asage,30.34639999
P020,0,2,1,1923,2,asage,19.16832967
P020,0,1.67828,0.265197,1957,6,asage,430.8066916
P020,0,1.92036,0.608931,2102,10,asage,829.8471502
P020,0,1.28431,0.0412686,1895,1,asage,386.9894948
P020,0,1.53688,0.156339,2014,20,asage,726.5361801
P020,0,0.020914,1.20345,2047,17,asage,274.2867536
P020,0,1.73014,0.316705,2373,17,asage,712.891438
P020,0,1.16401,0.0135419,1903,3,asage,324.4580285
P020,0,0.881439,1.99295,1946,8,asage,570.2250292
P020,0,0.79816,1.97942,1842,15,asage,62.38949028
P020,0,1.49132,1.87098,1963,10,asage,676.5861636
P020,0,1.1644,1.98639,2032,10,asage,2156.761128
P020,0,1.42064,1.90723,1795,1,asage,425.2732727
P020,0,1.99638,1.08496,2221,10,asage,938.990337
P020,0,1.2963,0.0449051,1854,2,asage,783.3301435
P020,0,0.000226259,0.978728,1934,16,asage,107.1627639
P020,0,1.99963,0.972983,1785,5,asage,306.9821787
P020,0,1.22854,1.97354,2098,4,asage,751.5749985
P020,0,1.79262,0.390289,1941,10,asage,385.840387
P020,0,0.0199501,0.801248,2129,11,asage,982.7056563
P020,0,1.98338,1.18155,2005,14,asage,547.6808015
P020,0,1.55925,0.171004,1976,5,asage,2346.903957
P020,0,1,0,1936,0,asage,552.9658711
P020,0,0.300793,0.28508,2172,8,asage,1516.940638
P020,0,1.69466,1.71934,1953,1,asage,649.8845237
P020,0,1.69466,1.71934,1929,1,asage,299.292468
P020,0,1.69466,1.71934,1937,2,asage,886.1246505
P020,0,0.132747,0.502133,1967,9,asage,1132.635846
P020,0,0.467697,1.84655,2039,10,asage,2042.685038
P020,0,1.0198,1.9998,1879,3,asage,804.4235395
P020,0,1.69466,1.71934,1908,2,asage,304.5395252
P020,0,0.156339,0.463125,2478,20,asage,890.4002043
P020,0,0.0513167,1.31623,2010,8,asage,901.5626041
P020,0,0.19614,1.59482,2048,2,asage,222.744988
P020,0,1.94951,0.686272,2173,5,asage,427.1971294
P020,0,1.37556,1.9268,1944,12,asage,1659.927986
P020,0,1.01219,0.000074327,1925,15,asage,1712.162907
P020,0,1.23227,0.0273498,1937,15,asage,197.2383859
P020,0,0.0978658,0.568544,2007,22,asage,1979.708037
P020,0,0.864887,0.00916982,2079,25,asage,1288.272083
P020,0,0.894214,1.99439,2037,4,asage,245.5876989
P020,0,0.0400119,1.28004,2001,6,asage,691.4767028
P045,0,1.69466,1.71934,1965,1,asage,993.649237
P045,0,1.39792,1.91742,1965,11,asage,698.9080054
P045,0,1.70886,0.29465,1932,3,asage,1102.118621
P045,0,1.41906,0.0920407,1954,0,asage,382.5171169
P045,0,1.95486,1.29707,1923,13,asage,1233.094124
P045,0,1.0196,0.000192165,1872,3,asage,638.6223844
P045,0,0.19698,0.404048,1878,5,asage,162.1132428
P045,0,0.710653,1.95722,1940,8,asage,1480.312431
P045,0,1.94495,0.67278,2282,12,asage,951.248659
P045,0,1.91725,0.601684,2162,4,asage,1015.094774
P045,0,1.91804,1.39649,1945,6,asage,581.8140385
P045,0,1.94386,0.66965,2011,11,asage,1708.98824
P045,0,0.872836,0.00811833,1952,11,asage,724.3464297
P045,0,0.937062,1.99802,2088,10,asage,432.1086254
P045,0,0.908917,0.00415671,1970,8,asage,1215.90678
P045,0,1.92841,0.628435,1985,4,asage,702.6390696
P045,0,0.908548,1.99581,1941,9,asage,148.4736371
P045,0,1.90002,1.43584,1974,6,asage,1416.519116
P045,0,1,2,2043,16,asage,1236.082298
P045,0,1.41992,0.0924375,1956,7,asage,521.6091763
P063,0,0.123784,0.518081,1917,11,asage,440.7767271
P063,0,1.69466,1.71934,2036,1,asage,739.6637331
P063,0,1.17263,1.98499,1893,8,asage,550.2429192
P063,0,0.390289,1.79262,1808,8,asage,73.62128403
P063,0,0.628609,1.92848,1879,12,asage,240.5657583
P063,0,1.34571,1.93834,1968,11,asage,121.0332172
P063,0,1.33282,1.94299,2201,12,asage,903.7298757
P063,0,1.69466,1.71934,1870,2,asage,1042.441654
P063,0,0.133222,1.49869,1937,1,asage,1036.456265
P063,0,1.54588,0.162137,1940,4,asage,187.6736309
P063,0,0.601744,1.91727,1957,6,asage,1618.194628
P063,0,1.96671,1.25589,1885,12,asage,839.3370672
P063,0,1.02222,1.99975,1910,7,asage,412.0224124
P063,0,0.0898334,0.585757,1956,5,asage,518.7126587
P063,0,0.30244,0.283473,1848,4,asage,1862.815329
P063,0,1.99884,0.95178,1980,9,asage,546.0503293
P063,0,1.69466,1.71934,1928,2,asage,226.9543993
P063,0,1.30959,1.95087,1910,7,asage,67.77462099
P063,0,0.00611627,0.889568,2136,11,asage,864.922323
P063,0,1.9588,1.28409,2158,7,asage,467.031886
P063,0,0.688961,0.0496028,1950,4,asage,291.5671876
P063,0,0.244781,1.65547,1903,13,asage,338.2054913
P017,0,0.965799,1.99941,1952,3,asage,218.829345
P017,0,1.69466,1.71934,1922,1,asage,194.4399727
P017,0,0.920884,0.00313461,1940,2,asage,623.0295189
P017,0,0.2718,0.314635,1973,8,asage,500.5018624
P017,0,0.593862,1.91381,1948,8,asage,567.4080047
P017,0,0.718246,1.95949,1935,6,asage,526.7617168
P017,0,0.180768,0.426538,2047,18,asage,702.8748127
P017,0,1.5145,1.85749,1893,17,asage,2204.061722
P017,0,0.557332,0.103314,1943,8,asage,917.8691369
P017,0,0.0125594,1.15799,1824,8,asage,1310.062433
P017,0,1.95026,0.68854,2052,12,asage,1643.779769
P017,0,1.99341,1.11462,1921,12,asage,376.47752
P017,0,0.728043,0.0376906,2094,10,asage,464.5775361
P017,0,0.552786,0.105573,1896,10,asage,786.3226246
P017,0,0.657679,1.93958,1977,3,asage,782.4294537
P026,0,0.511237,0.127584,1862,4,asage,342.7205987
P026,0,1.96123,1.27573,1952,3,asage,422.8600788
P026,0,0.0047254,1.0971,1964,3,asage,381.6823079
P026,0,0.080855,0.606081,2038,17,asage,1661.064175
P026,0,1.61145,0.208715,2019,16,asage,355.3800639
P026,0,1.69466,1.71934,1932,2,asage,331.6304525
P026,0,1.97561,1.21951,1952,2,asage,1225.531087
P026,0,0.0971395,1.42993,2188,7,asage,905.2014534
P026,0,1.99282,0.880383,1919,19,asage,1337.257701
P026,0,1.99252,1.12206,2405,5,asage,497.7447869
P026,0,1.69466,1.71934,1942,1,asage,649.7870784
P026,0,1.70711,0.292893,2104,18,asage,815.0729043
P026,0,1.98826,1.15277,1842,5,asage,1018.613164
P026,0,1.68079,0.267521,1941,2,asage,56.66019782
P026,0,1.14142,1.98995,2235,19,asage,2039.600459
P026,0,1.8779,0.521148,1924,4,asage,49.38423144
P026,0,0.485504,0.142507,1930,7,asage,945.0279623
P026,0,1.0767,1.99705,2084,7,asage,710.8464712
P026,0,1.62733,0.221246,1937,8,asage,926.4423521
P029,0,0.409129,0.193234,2108,10,asage,551.7887978
P029,0,1.69466,1.71934,1974,2,asage,620.8032156
P029,0,0.457365,1.83997,2127,11,asage,723.1127169
P029,0,0.301236,0.284648,1861,6,asage,19.57985462
P029,0,1.57875,0.184493,1979,4,asage,1452.771015
P029,0,1.85895,0.487935,1988,27,asage,1785.708293
P029,0,0.78757,1.97718,1938,10,asage,290.9166814
P029,0,1.82171,0.430101,2123,18,asage,516.0174053
P029,0,0.549736,0.107104,1936,15,asage,121.4921102
P029,0,0.502488,0.132543,1949,5,asage,1193.568122
P029,0,1.97823,1.2075,1911,8,asage,318.0599822
P029,0,0.258819,1.67131,1959,6,asage,158.2876165
P029,0,0.0155182,1.17549,1923,2,asage,339.2486275
P029,0,1.69466,1.71934,1955,0,asage,799.9780229
P029,0,0.681973,1.94808,1885,13,asage,301.6968039
P029,0,0.969711,1.99954,2124,26,asage,797.5412046
P029,0,0.459413,0.158712,2063,3,asage,858.0961187
P029,0,1.38897,0.0787504,1866,11,asage,390.6391876
P029,0,0.333205,0.254759,1926,9,asage,689.372105
P029,0,0.180768,1.57346,1965,8,asage,825.4280636
P029,0,1.18209,1.98328,2068,6,asage,291.5498942
P029,0,1.95557,1.29475,2094,14,asage,392.7900194
P029,0,1.98887,0.851205,1991,12,asage,549.9940805
P029,0,0.936636,0.00200957,1781,3,asage,533.2569341
P029,0,0.694471,0.0478172,1824,7,asage,284.0212285
P029,0,1.06214,0.00193232,2007,5,asage,537.2053531
P029,0,1.70921,1.70499,1886,1,asage,211.3794122
P029,0,0.0535217,1.32277,1926,1,asage,364.658736
P029,0,1.15116,0.01149,2002,3,asage,579.3283127
P029,0,1.69466,1.71934,1844,0,asage,1060.918629
P029,0,1.78043,0.374759,1964,3,asage,136.6590746
P029,0,1.99138,0.868956,1925,5,asage,179.2830102
P029,0,1.90593,0.576576,1976,2,asage,615.0044944
P029,0,0.646599,1.93547,1853,5,asage,2039.039273
P029,0,0.835601,0.0136061,1975,20,asage,408.0909915
P029,0,0.769354,1.97304,2032,10,asage,848.888979
P029,0,0.623292,0.0736681,1972,9,asage,420.6579026
P029,0,0.663664,0.0582581,1933,9,asage,347.4583607
P029,0,1.96032,0.721085,2125,1,asage,1167.457184
P029,0,1.99379,0.888736,1964,5,asage,517.344201
P029,0,1.0449,0.00100845,1999,25,asage,1145.749556
P029,0,0.561298,0.101368,1925,11,asage,277.60302
P029,0,1.69466,1.71934,1955,1,asage,287.6592192
P029,0,0,1,1868,8,asage,385.146967
P029,0,0.886162,1.9935,1979,2,asage,232.3459155
P029,0,1.75377,0.342865,1936,6,asage,106.1677255
P029,0,0.130314,1.49361,1841,3,asage,86.51235636
P029,0,0.0243903,0.780488,1934,12,asage,193.4582688
P029,0,0.000458837,1.03029,1837,8,asage,1136.743082
P029,0,1.69466,1.71934,1959,1,asage,1721.761387
P029,0,0.28605,1.7002,1941,0,asage,15.87778122
P029,0,1,2,1945,14,asage,1030.052015
P029,0,1.99504,1.0995,2144,6,asage,719.163563
P029,0,0.463125,1.84366,1926,4,asage,399.7093842
P029,0,1.69466,1.71934,1949,0,asage,342.3433089
P029,0,1.52466,1.85131,1883,2,asage,1030.400822
P029,0,1.40614,0.0861884,1925,7,asage,348.497971
P029,0,1.69466,1.71934,1952,2,asage,686.0685788
P029,0,0.292893,0.292893,1899,16,asage,330.8570682
P029,0,0.810432,0.0181324,2004,3,asage,176.5023415
P029,0,1.69466,1.71934,1857,0,asage,821.67826
P029,0,0.0082975,1.12855,2064,9,asage,1139.937099
P029,0,1.74369,1.66853,1992,7,asage,784.3149027
P029,0,1.16481,0.0136747,1941,5,asage,402.6518275
OR52,0,0.704316,1.95529,2204,16,asage,562.0484585
OR52,0,0.27815,1.69205,1965,4,asage,123.8315204
OR52,0,0.242327,1.65263,1898,8,asage,917.7912169
OR52,0,0.0704221,0.631374,1878,19,asage,294.7492555
OR52,0,1.48529,0.125646,1968,3,asage,689.2950989
OR52,0,0.377756,0.217177,1891,13,asage,133.8896378
OR52,0,1.47059,1.88235,1927,10,asage,187.9581974
OR52,0,0.0396538,0.72119,1842,19,asage,838.608105
OR52,0,0.421253,1.81551,2028,0,asage,638.8246656
OR52,0,1.99527,0.902819,2294,2,asage,1637.323108
OR52,0,0.875965,0.00772214,1900,5,asage,671.0113091
OR52,0,1.84366,0.463125,1901,14,asage,1184.758594
OR52,0,0.574576,0.095006,1962,13,asage,1056.066473
OR52,0,1.44721,1.89443,1959,13,asage,146.3428904
OR52,0,1.91549,0.597652,1966,10,asage,755.7696558
OR52,0,1.69466,1.71934,1939,0,asage,513.39995
OR52,0,1.18033,0.0163934,1925,6,asage,237.3158922
P025,0,0.829947,1.98544,1927,4,asage,391.3765967
P025,0,1.78632,1.61782,1944,3,asage,948.9162454
P025,0,0.418762,1.81373,2076,10,asage,1051.553654
P025,0,1.87681,1.48083,1916,13,asage,351.031738
P025,0,1.69466,1.71934,1939,0,asage,961.4376238
P025,0,1.91063,0.586774,1955,5,asage,141.0194771
P025,0,0.205642,1.60745,2089,12,asage,496.8600175
P025,0,1.98107,1.19367,2020,3,asage,283.5523028
P025,0,1.03701,1.99931,1925,0,asage,86.11707761
P025,0,0.0861885,0.593861,1922,8,asage,926.6980474
P025,0,0.105573,1.44721,1927,1,asage,133.6482871
P025,0,0.267664,0.319056,1939,8,asage,400.4226014
P025,0,0.534254,0.115082,1937,18,asage,288.896581
P025,0,0.835601,0.0136061,1876,5,asage,1802.466808
P025,0,0.708838,0.0433261,1898,12,asage,269.5785178
P025,0,1.77333,0.365997,1975,7,asage,397.2829218
P036,0,0.292893,0.292893,1952,2,asage,444.3427715
P036,0,0.0666544,0.641021,1891,6,asage,728.5501206
P036,0,0.70107,1.95428,2060,16,asage,364.6355094
P036,0,1.44096,0.102473,1967,1,asage,1499.051152
P036,0,1.37139,1.92848,2009,4,asage,273.3577578
P036,0,1.69466,1.71934,1930,1,asage,503.0307061
P036,0,1.13664,1.99062,1946,4,asage,935.9944692
P036,0,0.0642485,0.64734,1907,9,asage,40.98965981
P036,0,0.103597,1.44324,1886,7,asage,512.383422
P036,0,1.68647,0.272846,1916,6,asage,567.3734394
P036,0,0.0255308,1.22452,1816,2,asage,79.27482578
P036,0,0.565547,0.0993054,1971,15,asage,1776.226394
P036,0,0.0019474,0.937622,1901,12,asage,173.3794737
P036,0,1.89854,0.5611,1884,7,asage,179.1711793
P036,0,0.217399,1.62252,1853,9,asage,91.5439391
P036,0,1,0,1979,18,asage,430.4441939
P036,0,0.117647,0.529412,1861,8,asage,628.8180599
P036,0,1.70173,1.71244,1966,10,asage,1141.520165
P036,0,1.20225,0.0206668,2080,12,asage,803.5765555
P036,0,1.84366,0.463125,1874,13,asage,348.8351064
P047,0,1.69466,1.71934,1915,0,asage,184.4980611
P047,0,1.28497,0.0414636,2050,8,asage,1213.862099
P047,0,0.766691,1.9724,1904,4,asage,1792.037156
P047,0,0.946452,1.99857,1914,5,asage,1111.14265
P047,0,1.14834,1.98894,1993,8,asage,1244.522944
P047,0,1.6025,0.201882,2029,12,asage,318.0986457
P047,0,1.32937,1.9442,1965,10,asage,436.3821239
P047,0,1.51726,0.144171,2164,10,asage,1030.086228
P047,0,0.574864,1.90513,1836,1,asage,405.82061
P047,0,8.43E-05,0.987014,1923,13,asage,1536.671225
P047,0,0.964846,1.99938,1945,4,asage,1023.878521
P047,0,0.139073,1.50873,1850,9,asage,314.0531551
P047,0,1.9305,0.633718,2111,12,asage,1311.494383
P047,0,1.69466,1.71934,1929,2,asage,902.9562422
P066,0,1.62009,0.215468,2171,10,asage,1407.578191
P066,0,0.194944,0.406801,1930,3,asage,325.7260871
P066,0,1.86069,0.490862,1885,8,asage,626.0195223
P066,0,0.000433087,0.970572,1894,2,asage,1602.668424
P066,0,2.41E-05,1.00694,2002,7,asage,558.9308602
P066,0,1.85619,0.483335,1961,8,asage,925.1440054
P066,0,1.79331,0.391181,2531,12,asage,484.8997193
P066,0,0.981485,0.000171423,2227,17,asage,685.0661803
P066,0,1.28057,0.0401655,2072,8,asage,780.9400644
P066,0,1.5145,1.85749,1953,23,asage,1086.579662
P066,0,1.3504,0.0633981,1940,1,asage,1031.56798
P066,0,1.69466,1.71934,1911,1,asage,441.4548736
P066,0,1.69466,1.71934,1956,1,asage,214.1919371
P066,0,0.0121229,0.844762,1978,5,asage,219.4469761
P066,0,1.03388,1.99943,2031,18,asage,765.1089215
P066,0,0.0194193,1.19612,1974,3,asage,213.7315872
P066,0,0.102376,0.559238,1989,4,asage,36.9725674
P066,0,0.926288,1.99728,2076,3,asage,339.9465357
P066,0,0.0390752,1.27681,1969,2,asage,764.149387
P006,0,1.99875,1.04994,2087,9,asage,316.6399731
P006,0,1.51995,1.8542,1940,4,asage,1064.834735
P006,0,0.0464643,1.30128,1985,12,asage,75.93787739
P006,0,1.01223,1.99993,1853,5,asage,244.3674189
P006,0,0.95971,0.000811994,2019,11,asage,856.488626
P006,0,0.421325,1.81556,1979,17,asage,1713.751204
P006,0,1.69466,1.71934,1927,1,asage,1322.686726
P006,0,1.82382,1.56685,2090,20,asage,331.3190723
P006,0,0.0786597,0.611243,1942,2,asage,354.475396
P006,0,0.460946,1.84227,1888,7,asage,768.7457796
P006,0,0.307031,1.72097,1829,5,asage,114.4840319
P006,0,0.425574,1.81856,1917,10,asage,365.0873258
P006,0,1.72746,0.313848,1944,3,asage,738.2178308
P006,0,2,1,1874,26,asage,317.8019258
P006,0,1.42326,0.0939923,1915,5,asage,210.0616026
P006,0,1.5843,1.81153,1933,6,asage,230.7791755
P008,0,0.496129,0.136221,2002,8,asage,523.1568278
P008,0,0.0955083,0.573509,1987,3,asage,659.0771824
P008,0,1.97014,0.757464,1869,6,asage,1481.097287
P008,0,0.186784,1.58196,2070,9,asage,604.6370148
P008,0,0.986112,9.64E-05,2058,7,asage,1106.040597
P008,0,0.105573,0.552786,1887,5,asage,1515.97912
